"id";"disease_code";"disease_name";"year";"location";"age";"sex";"cases";"cases_100k";"population"
9433;"B67(B67.0-B67.9)";"Cystic echinocccosis";2017;"village";"15-17";"women";0;0.0;2847904
9434;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2017;"village";"15-17";"women";0;0.0;2847904
9435;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2017;"village";"15-17";"women";0;0.0;2847904
9436;"B70.0";"Diphyllobothriasis";2017;"village";"15-17";"women";0;0.0;2847904
9437;"B71.0";"Hymenolepiasis";2017;"village";"15-17";"women";0;0.0;2847904
9438;"B75";"Trichinellosis";2017;"village";"15-17";"women";0;0.0;2847904
9439;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2017;"village";"15-17";"women";0;0.0;2847904
9440;"B79";"Trichuriasis";2017;"village";"15-17";"women";0;0.0;2847904
9441;"B80";"Enterobiasis";2017;"village";"15-17";"women";3;0.11;2847904
9442;"B83.0";"Toxocariasis";2017;"village";"15-17";"women";2;0.07;2847904
9443;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2017;"village";"15-17";"women";0;0.0;2847904
9444;"B85";"Pediculosis (insects)";2017;"village";"15-17";"women";14;0.49;2847904
9445;"B86";"Scabies";2017;"village";"15-17";"women";34;1.19;2847904
9446;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2017;"village";"15-17";"women";9;0.32;2847904
9447;"A00(A00.0,A00.1,A00.9)";"Cholera";2017;"village";"15-17";"women";0;0.0;2847904
9448;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2017;"village";"15-17";"women";0;0.0;2847904
9449;"B04";"Monkeypox";2017;"village";"15-17";"women";0;0.0;2847904
9450;"B03";"Smallpox";2017;"village";"15-17";"women";0;0.0;2847904
9451;"A78";"Q fever";2017;"village";"15-17";"women";0;0.0;2847904
9452;"A81.0";"Creutzfeldt-Jakob disease";2017;"village";"15-17";"women";0;0.0;2847904
9453;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2017;"village";"15-17";"women";0;0.0;2847904
9454;"A90";"Dengue fever";2017;"village";"15-17";"women";0;0.0;2847904
9455;"A91";"Dengue hemorrhagic fever";2017;"village";"15-17";"women";0;0.0;2847904
9456;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2017;"village";"15-17";"women";0;0.0;2847904
9457;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2017;"village";"15-17";"women";0;0.0;2847904
9458;"A96.2";"Lassa fever";2017;"village";"15-17";"women";0;0.0;2847904
9459;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2017;"village";"15-17";"women";0;0.0;2847904
9460;"A98.3";"Marburg virus disease ";2017;"village";"15-17";"women";0;0.0;2847904
9461;"A98.4";"Ebola virus disease";2017;"village";"15-17";"women";0;0.0;2847904
9462;"A98.5";"Hemorrhagic fever with liver syndrome";2017;"village";"15-17";"women";0;0.0;2847904
9463;"A01(A01.0)";"Typhoid fever";2018;"village";"15-17";"women";0;0.0;2808901
9464;"A01(A01.1-A 01.4)";"Paratyphoid fever";2018;"village";"15-17";"women";0;0.0;2808901
9465;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2018;"village";"15-17";"women";1;0.04;2808901
9466;"A03(A03.0-A03.9)";"Shigellosis";2018;"village";"15-17";"women";1;0.04;2808901
9467;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2018;"village";"15-17";"women";5;0.18;2808901
9468;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2018;"village";"15-17";"women";0;0.0;2808901
9469;"A04(A04.3)";"E.coli infection";2018;"village";"15-17";"women";0;0.0;2808901
9470;"A04(A04.5)";"Bacterial gastrointestinal infections";2018;"village";"15-17";"women";4;0.14;2808901
9471;"A04(A04.6)";"Bacterial gastrointestinal infections";2018;"village";"15-17";"women";1;0.04;2808901
9472;"A04.9, A09";"Bacterial gastrointestinal infections";2018;"village";"15-17";"women";20;0.71;2808901
9473;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2018;"village";"15-17";"women";11;0.39;2808901
9474;"A08(A08.0)";"Rotavirus gastroenteriti";2018;"village";"15-17";"women";5;0.18;2808901
9475;"A08(A08.1)";"Virus gastrointestinal infections";2018;"village";"15-17";"women";6;0.21;2808901
9476;"A08(A08.4)";"Virus gastrointestinal infections";2018;"village";"15-17";"women";70;2.49;2808901
9477;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2018;"village";"15-17";"women";0;0.0;2808901
9478;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2018;"village";"15-17";"women";4;0.14;2808901
9479;"A17, A18";"Tuberculosis";2018;"village";"15-17";"women";0;0.0;2808901
9480;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2018;"village";"15-17";"women";0;0.0;2808901
9481;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2018;"village";"15-17";"women";0;0.0;2808901
9482;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2018;"village";"15-17";"women";0;0.0;2808901
9483;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2018;"village";"15-17";"women";0;0.0;2808901
9484;"A28.2";"Yersinia pestis";2018;"village";"15-17";"women";0;0.0;2808901
9485;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2018;"village";"15-17";"women";0;0.0;2808901
9486;"A33,A34,A35";"Tetanus";2018;"village";"15-17";"women";0;0.0;2808901
9487;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2018;"village";"15-17";"women";0;0.0;2808901
9488;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2018;"village";"15-17";"women";1;0.04;2808901
9489;"A38";"Scarlet fever";2018;"village";"15-17";"women";2;0.07;2808901
9490;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2018;"village";"15-17";"women";1;0.04;2808901
9491;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2018;"village";"15-17";"women";0;0.0;2808901
9492;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2018;"village";"15-17";"women";1;0.04;2808901
9493;"A40.3,J13";"Pneumococcal infection";2018;"village";"15-17";"women";0;0.0;2808901
9494;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2018;"village";"15-17";"women";0;0.0;2808901
9495;"A69.2";"Lyme disease";2018;"village";"15-17";"women";9;0.32;2808901
9496;"A70";"Chlamydia psittaci infection";2018;"village";"15-17";"women";0;0.0;2808901
9497;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2018;"village";"15-17";"women";0;0.0;2808901
9498;"A75 (A75.0, A75.1)";"Epidemic Typhus";2018;"village";"15-17";"women";0;0.0;2808901
9499;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2018;"village";"15-17";"women";0;0.0;2808901
9500;"A82(A82.0, A82.1, A82.9)";"Rabies";2018;"village";"15-17";"women";0;0.0;2808901
9501;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2018;"village";"15-17";"women";0;0.0;2808901
9502;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2018;"village";"15-17";"women";58;2.06;2808901
9503;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2018;"village";"15-17";"women";0;0.0;2808901
9504;"B06(B06.0,B06.8,B06.9)";"Rubella";2018;"village";"15-17";"women";0;0.0;2808901
9505;"P35.0";"Rubella congenital";2018;"village";"15-17";"women";0;0.0;2808901
9506;"B15-B19";"Virus hepatitis";2018;"village";"15-17";"women";0;0.0;2808901
9507;"B15(B15.0,B15.9)";"Hepatitis A";2018;"village";"15-17";"women";0;0.0;2808901
9508;"B16.2, B16.9";"Hepatitis B";2018;"village";"15-17";"women";0;0.0;2808901
9509;"B17.1";"Hepatitis C";2018;"village";"15-17";"women";0;0.0;2808901
9510;"B17.2";"Hepatitis E";2018;"village";"15-17";"women";0;0.0;2808901
9511;"B16.0,B16.1, B17.0";"Hepatitis D";2018;"village";"15-17";"women";0;0.0;2808901
9512;"B20, B21, B22, B24";"HIV";2018;"village";"15-17";"women";0;0.0;2808901
9513;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2018;"village";"15-17";"women";0;0.0;2808901
9514;"Z21";"HIV";2018;"village";"15-17";"women";0;0.0;2808901
9515;"A51-A53";"Syphilis";2018;"village";"15-17";"women";0;0.0;2808901
9516;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2018;"village";"15-17";"women";0;0.0;2808901
9517;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2018;"village";"15-17";"women";0;0.0;2808901
9518;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2018;"village";"15-17";"women";0;0.0;2808901
9519;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2018;"village";"15-17";"women";0;0.0;2808901
9520;"P35.1";"Cytomegalovirus diseases congenital";2018;"village";"15-17";"women";0;0.0;2808901
9521;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2018;"village";"15-17";"women";5;0.18;2808901
9522;"J00-J06";"Upper respiratory tract infection";2018;"village";"15-17";"women";8662;308.38;2808901
9523;"J10,J11";"Influenza";2018;"village";"15-17";"women";560;19.94;2808901
9524;"A48.1, A48.2";"Legionellosis";2018;"village";"15-17";"women";0;0.0;2808901
9525;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2018;"village";"15-17";"women";0;0.0;2808901
9526;"A07.1";"Giardiasis";2018;"village";"15-17";"women";0;0.0;2808901
9527;"A07.2";"Cryptosporidiosis";2018;"village";"15-17";"women";0;0.0;2808901
9528;"B50,B51,B52,B53,B54";"Malaria";2018;"village";"15-17";"women";0;0.0;2808901
9529;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2018;"village";"15-17";"women";0;0.0;2808901
9530;"P37.1";"Toxoplasmosis congenital";2018;"village";"15-17";"women";0;0.0;2808901
9531;"B67(B67.0-B67.9)";"Cystic echinocccosis";2018;"village";"15-17";"women";0;0.0;2808901
9532;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2018;"village";"15-17";"women";0;0.0;2808901
9533;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2018;"village";"15-17";"women";0;0.0;2808901
9534;"B70.0";"Diphyllobothriasis";2018;"village";"15-17";"women";0;0.0;2808901
9535;"B71.0";"Hymenolepiasis";2018;"village";"15-17";"women";0;0.0;2808901
9536;"B75";"Trichinellosis";2018;"village";"15-17";"women";0;0.0;2808901
9537;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2018;"village";"15-17";"women";2;0.07;2808901
9538;"B79";"Trichuriasis";2018;"village";"15-17";"women";0;0.0;2808901
9539;"B80";"Enterobiasis";2018;"village";"15-17";"women";3;0.11;2808901
9540;"B83.0";"Toxocariasis";2018;"village";"15-17";"women";1;0.04;2808901
9541;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2018;"village";"15-17";"women";0;0.0;2808901
9542;"B85";"Pediculosis (insects)";2018;"village";"15-17";"women";0;0.0;2808901
9543;"B86";"Scabies";2018;"village";"15-17";"women";13;0.46;2808901
9544;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2018;"village";"15-17";"women";9;0.32;2808901
9545;"A00(A00.0,A00.1,A00.9)";"Cholera";2018;"village";"15-17";"women";0;0.0;2808901
9546;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2018;"village";"15-17";"women";0;0.0;2808901
9547;"B04";"Monkeypox";2018;"village";"15-17";"women";0;0.0;2808901
9548;"B03";"Smallpox";2018;"village";"15-17";"women";0;0.0;2808901
9549;"A78";"Q fever";2018;"village";"15-17";"women";0;0.0;2808901
9550;"A81.0";"Creutzfeldt-Jakob disease";2018;"village";"15-17";"women";0;0.0;2808901
9551;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2018;"village";"15-17";"women";0;0.0;2808901
9552;"A90";"Dengue fever";2018;"village";"15-17";"women";0;0.0;2808901
9553;"A91";"Dengue hemorrhagic fever";2018;"village";"15-17";"women";0;0.0;2808901
9554;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2018;"village";"15-17";"women";0;0.0;2808901
9555;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2018;"village";"15-17";"women";0;0.0;2808901
9556;"A96.2";"Lassa fever";2018;"village";"15-17";"women";0;0.0;2808901
9557;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2018;"village";"15-17";"women";0;0.0;2808901
9558;"A98.3";"Marburg virus disease ";2018;"village";"15-17";"women";0;0.0;2808901
9559;"A98.4";"Ebola virus disease";2018;"village";"15-17";"women";0;0.0;2808901
9560;"A98.5";"Hemorrhagic fever with liver syndrome";2018;"village";"15-17";"women";0;0.0;2808901
9561;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2019;"village";"15-17";"women";0;0.0;2794184
9562;"A41.3, A49.2, G00.0";"Haemophilus influenzae disease";2019;"village";"15-17";"women";0;0.0;2794184
9563;"P35.0";"Rubella congenital";2019;"village";"15-17";"women";0;0.0;2794184
9564;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2019;"village";"15-17";"women";1;0.04;2794184
9565;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2019;"village";"15-17";"women";0;0.0;2794184
9566;"B06(B06.0,B06.8,B06.9)";"Rubella";2019;"village";"15-17";"women";0;0.0;2794184
9567;"A33,A34,A35";"Tetanus";2019;"village";"15-17";"women";0;0.0;2794184
9568;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2019;"village";"15-17";"women";4;0.14;2794184
9569;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2019;"village";"15-17";"women";0;0.0;2794184
9570;"A55";"Chlamydia";2019;"village";"15-17";"women";0;0.0;2794184
9571;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2019;"village";"15-17";"women";0;0.0;2794184
9572;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2019;"village";"15-17";"women";0;0.0;2794184
9573;"A51-A53";"Syphilis";2019;"village";"15-17";"women";0;0.0;2794184
9574;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2019;"village";"15-17";"women";0;0.0;2794184
9575;"B20, B21, B22, B24";"HIV";2019;"village";"15-17";"women";0;0.0;2794184
9576;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2019;"village";"15-17";"women";0;0.0;2794184
9577;"Z21";"HIV";2019;"village";"15-17";"women";0;0.0;2794184
9578;"B15-B19";"Virus hepatitis";2019;"village";"15-17";"women";0;0.0;2794184
9579;"B15-B17";"Virus hepatitis";2019;"village";"15-17";"women";0;0.0;2794184
9580;"B15(B15.0,B15.9)";"Hepatitis A";2019;"village";"15-17";"women";0;0.0;2794184
9581;"B16.2, B16.9";"Hepatitis B";2019;"village";"15-17";"women";0;0.0;2794184
9582;"B17.1";"Hepatitis C";2019;"village";"15-17";"women";0;0.0;2794184
9583;"B17.2";"Hepatitis E";2019;"village";"15-17";"women";0;0.0;2794184
9584;"B17.0";"Hepatitis D";2019;"village";"15-17";"women";0;0.0;2794184
9585;"B17.8";"Other hepatitis";2019;"village";"15-17";"women";0;0.0;2794184
9586;"B18";"Virus hepatitis";2019;"village";"15-17";"women";0;0.0;2794184
9587;"B18.0, B18.1";"";2019;"village";"15-17";"women";0;0.0;2794184
9588;"B18.2";"Hepatitis C";2019;"village";"15-17";"women";0;0.0;2794184
9589;"B18.8";"";2019;"village";"15-17";"women";0;0.0;2794184
9590;"B18.9";"";2019;"village";"15-17";"women";0;0.0;2794184
9591;"Z22.5";"";2019;"village";"15-17";"women";0;0.0;2794184
9592;"A06(A06.0-A06.9)";"Amebiasis";2019;"village";"15-17";"women";0;0.0;2794184
9593;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2019;"village";"15-17";"women";1;0.04;2794184
9594;"A05.1";"Botulism";2019;"village";"15-17";"women";0;0.0;2794184
9595;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2019;"village";"15-17";"women";0;0.0;2794184
9596;"B70.0";"Diphyllobothriasis";2019;"village";"15-17";"women";0;0.0;2794184
9597;"B80";"Enterobiasis";2019;"village";"15-17";"women";0;0.0;2794184
9598;"A04(A04.3)";"E.coli infection";2019;"village";"15-17";"women";0;0.0;2794184
9599;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2019;"village";"15-17";"women";0;0.0;2794184
9600;"A07.1";"Giardiasis";2019;"village";"15-17";"women";0;0.0;2794184
9601;"B71.0";"Hymenolepiasis";2019;"village";"15-17";"women";0;0.0;2794184
9602;"P37.1";"Toxoplasmosis congenital";2019;"village";"15-17";"women";0;0.0;2794184
9603;"A04(A04.6)";"Bacterial gastrointestinal infections";2019;"village";"15-17";"women";1;0.04;2794184
9604;"A04.7";"C. diff enterocolitis";2019;"village";"15-17";"women";0;0.0;2794184
9605;"A28.2";"Yersinia pestis";2019;"village";"15-17";"women";0;0.0;2794184
9606;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2019;"village";"15-17";"women";0;0.0;2794184
9607;"A04(A04.5)";"Bacterial gastrointestinal infections";2019;"village";"15-17";"women";0;0.0;2794184
9608;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2019;"village";"15-17";"women";0;0.0;2794184
9609;"A04.8";"Bacterial gastrointestinal infections";2019;"village";"15-17";"women";0;0.0;2794184
9610;"A04.9, A09";"Bacterial gastrointestinal infections";2019;"village";"15-17";"women";22;0.79;2794184
9611;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2019;"village";"15-17";"women";2;0.07;2794184
9612;"A07.2";"Cryptosporidiosis";2019;"village";"15-17";"women";0;0.0;2794184
9613;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2019;"village";"15-17";"women";0;0.0;2794184
9614;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2019;"village";"15-17";"women";0;0.0;2794184
9615;"A08.1";"Virus gastrointestinal infections";2019;"village";"15-17";"women";3;0.11;2794184
9616;"A01(A01.1-A 01.4)";"Paratyphoid fever";2019;"village";"15-17";"women";0;0.0;2794184
9617;"Z.22.0";"Typhoid fever";2019;"village";"15-17";"women";0;0.0;2794184
9618;"A08.0";"Rotavirus gastroenteriti";2019;"village";"15-17";"women";8;0.29;2794184
9619;"A03(A03.0-A03.9)";"Shigellosis";2019;"village";"15-17";"women";0;0.0;2794184
9620;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2019;"village";"15-17";"women";0;0.0;2794184
9621;"B83.0";"Toxocariasis";2019;"village";"15-17";"women";2;0.07;2794184
9622;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2019;"village";"15-17";"women";0;0.0;2794184
9623;"B75";"Trichinellosis";2019;"village";"15-17";"women";0;0.0;2794184
9624;"B79";"Trichuriasis";2019;"village";"15-17";"women";0;0.0;2794184
9625;"A01(A01.0)";"Typhoid fever";2019;"village";"15-17";"women";0;0.0;2794184
9626;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2019;"village";"15-17";"women";1;0.04;2794184
9627;"A08.4";"Virus gastrointestinal infections";2019;"village";"15-17";"women";74;2.65;2794184
9628;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2019;"village";"15-17";"women";4;0.14;2794184
9629;"A16 (A16.0-A16.5,A16.7-A16.9)";"Tuberculosis";2019;"village";"15-17";"women";1;0.04;2794184
9630;"A17, A18";"Tuberculosis";2019;"village";"15-17";"women";0;0.0;2794184
9631;"A48.1, A48.2";"Legionellosis";2019;"village";"15-17";"women";0;0.0;2794184
9632;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2019;"village";"15-17";"women";0;0.0;2794184
9633;"A40.3,G00.1,J13";"Pneumococcal infection";2019;"village";"15-17";"women";0;0.0;2794184
9634;"U04.9";"SIRS";2019;"village";"15-17";"women";0;0.0;2794184
9635;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2019;"village";"15-17";"women";68;2.43;2794184
9636;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2019;"village";"15-17";"women";0;0.0;2794184
9637;"B67(B67.0-B67.9)";"Cystic echinocccosis";2019;"village";"15-17";"women";0;0.0;2794184
9638;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2019;"village";"15-17";"women";5;0.18;2794184
9639;"J09";"Bird flu";2019;"village";"15-17";"women";0;0.0;2794184
9640;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2019;"village";"15-17";"women";0;0.0;2794184
9641;"A78";"Q fever";2019;"village";"15-17";"women";0;0.0;2794184
9642;"A69.2";"Lyme disease";2019;"village";"15-17";"women";17;0.61;2794184
9643;"A82(A82.0, A82.1, A82.9)";"Rabies";2019;"village";"15-17";"women";0;0.0;2794184
9644;"A21(A21.0-A21.3,A21.7-A21.9)";"Tularemia";2019;"village";"15-17";"women";0;0.0;2794184
9645;"A92.3";"West Nile fever";2019;"village";"15-17";"women";0;0.0;2794184
9646;"A92.8";"Zika virus infection";2019;"village";"15-17";"women";0;0.0;2794184
9647;"B04";"Monkeypox";2019;"village";"15-17";"women";0;0.0;2794184
9648;"A00(A00.0,A00.1,A00.9)";"Cholera";2019;"village";"15-17";"women";0;0.0;2794184
9649;"A97 (A97.0-A97.2,A97.9)";"Dengue fever";2019;"village";"15-17";"women";0;0.0;2794184
9650;"A98.4";"Ebola virus disease";2019;"village";"15-17";"women";0;0.0;2794184
9651;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2019;"village";"15-17";"women";0;0.0;2794184
9652;"A98.5";"Hemorrhagic fever with liver syndrome";2019;"village";"15-17";"women";0;0.0;2794184
9653;"A96.2";"Lassa fever";2019;"village";"15-17";"women";0;0.0;2794184
9654;"B50,B51,B52,B53,B54";"Malaria";2019;"village";"15-17";"women";0;0.0;2794184
9655;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2019;"village";"15-17";"women";0;0.0;2794184
9656;"A98.3";"Marburg virus disease ";2019;"village";"15-17";"women";0;0.0;2794184
9657;"B03";"Smallpox";2019;"village";"15-17";"women";0;0.0;2794184
9658;"G00(G00.2,G00.3,G00.8,G00.9)";"Bacterial meningitis";2019;"village";"15-17";"women";0;0.0;2794184
9659;"A70";"Chlamydia psittaci infection";2019;"village";"15-17";"women";0;0.0;2794184
9660;"A75 (A75.0, A75.1)";"Epidemic Typhus";2019;"village";"15-17";"women";0;0.0;2794184
9661;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2019;"village";"15-17";"women";2;0.07;2794184
9662;"A81.0";"Creutzfeldt-Jakob disease";2019;"village";"15-17";"women";0;0.0;2794184
9663;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2019;"village";"15-17";"women";0;0.0;2794184
9664;"B86";"Scabies";2019;"village";"15-17";"women";13;0.47;2794184
9665;"B55-B57,B65,B66,B72-B74,B78,B81";"Rare tropical infectious disease";2019;"village";"15-17";"women";0;0.0;2794184
9666;"A38";"Scarlet fever";2019;"village";"15-17";"women";5;0.18;2794184
9667;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2019;"village";"15-17";"women";1;0.04;2794184
